OTUID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150,X151,X152,X153,X154,X155,X156,X157,X158,X159,X160,X161,X162,X163,X164,X165,X166,X167,X168,X169,X170,X171,X172,X173,X174,X175,X176,X177,X178,X179,X180,X181,X182,X183,X184,X185,X186,X187,X188,X189,X190,X191,X192
595_T2,5.787526733,5.39340538,-2.150167952,5.068072734,5.096737117,4.899548926,-2.150167952,4.856573563,-2.150167952,4.771193951,5.199582699,4.313290729,4.253095568,4.260368327,4.234678841,3.775765899,-2.150167952,3.312796296,3.832924313,-2.150167952,3.775765899,3.609780761,-2.150167952,3.657247299,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,4.680222173,3.676920064,-2.150167952,3.972686255,3.435758007,3.574441395,-2.150167952,-2.150167952,-2.150167952,3.907825621,4.099552976,3.38489959,-2.150167952,-2.150167952,-2.150167952,3.22493494,4.402018845,3.204315653,-2.150167952,4.234678841,3.793259056,3.128603831,4.112238135,-2.150167952,-2.150167952,-2.150167952,3.996553736,3.193844353,4.500753685,-2.150167952,4.219697288,-2.150167952,-2.150167952,3.609780761,-2.150167952,3.715141277,3.021994096,4.483511879,3.193844353,-2.150167952,2.983772884,-2.150167952,-2.150167952,-2.150167952,-2.150167952,4.056067864,-2.150167952,-2.150167952,3.37616591,3.419090955,3.75195525,-2.150167952,-2.150167952,3.886991534,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,3.643913768,3.27469645,-2.150167952,-2.150167952,3.491997726,-2.150167952,-2.150167952,-2.150167952,-2.150167952,3.204315653,4.01060549,-2.150167952,3.702562495,-2.150167952,3.757961274,3.452151817,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,4.192927047,3.623574083,-2.150167952,3.402141397,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,3.358466333,-2.150167952,4.112238135,-2.150167952,-2.150167952,4.553470467,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,3.193844353,-2.150167952,-2.150167952,4.069313091,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,4.454097994,-2.150167952,-2.150167952,-2.150167952,-2.150167952,3.616701204,4.398869236,-2.150167952,-2.150167952,2.767101847,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952,-2.150167952
596_T2,5.806367124,5.657551979,5.105784965,5.173118085,5.331909144,5.327932996,4.589971799,5.03892202,4.598270602,5.140018136,5.397191436,4.456440407,4.171927909,4.722460983,4.58160355,3.466041703,3.896824619,3.609142546,4.050975299,-1.853035864,4.437209045,5.130356225,-1.853035864,4.256827353,4.86507509,5.105784965,3.586669691,-1.853035864,2.980533887,3.896824619,4.573164681,-1.853035864,-1.853035864,3.298987618,3.466041703,3.098316923,4.961535356,-1.853035864,-1.853035864,-1.853035864,4.268388175,-1.853035864,4.512010258,-1.853035864,-1.853035864,-1.853035864,3.827831747,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,4.417600574,-1.853035864,3.976867327,4.938278494,-1.853035864,-1.853035864,-1.853035864,4.268388175,-1.853035864,5.173118085,3.753723775,-1.853035864,-1.853035864,-1.853035864,4.598270602,-1.853035864,4.529867875,2.980533887,-1.853035864,5.125490036,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,3.753723775,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,3.236467261,-1.853035864,4.387447535,-1.853035864,-1.853035864,-1.853035864,4.813115351,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,5.017415814,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,3.491359511,-1.853035864,-1.853035864,-1.853035864,4.377191035,-1.853035864,-1.853035864,-1.853035864,3.976867327,4.622761622,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,4.67767738,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,3.268215959,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864,4.387447535,-1.853035864,-1.853035864,-1.853035864,-1.853035864,-1.853035864
597_T2,5.403202252,5.346650083,5.114374048,4.966320948,4.976903057,4.944814743,4.766831588,4.847872798,4.766831588,4.90036298,5.002878544,4.364607973,4.020338426,4.829745413,-1.945441412,3.873013712,3.097174815,4.65713267,4.466077434,4.955625659,3.467548604,-1.945441412,-1.945441412,3.418758439,-1.945441412,-1.945441412,4.195787104,5.180917439,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,4.136598233,3.25623951,5.222940429,-1.945441412,4.020338426,-1.945441412,-1.945441412,-1.945441412,4.218515355,-1.945441412,3.919533727,-1.945441412,3.978374227,4.597413436,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,4.727091259,-1.945441412,4.020338426,-1.945441412,-1.945441412,4.574066072,-1.945441412,-1.945441412,-1.945441412,-1.945441412,3.641901991,-1.945441412,3.718863032,3.755230676,-1.945441412,4.841866774,3.443451052,-1.945441412,-1.945441412,-1.945441412,4.685706043,-1.945441412,-1.945441412,3.226386547,4.966320948,-1.945441412,-1.945441412,-1.945441412,-1.945441412,4.786124791,3.755230676,3.285227047,-1.945441412,-1.945441412,4.685706043,-1.945441412,5.072213237,3.514068619,-1.945441412,3.601079996,3.491079101,-1.945441412,4.871542542,-1.945441412,-1.945441412,-1.945441412,3.772930253,-1.945441412,-1.945441412,4.597413436,-1.945441412,-1.945441412,3.621699283,-1.945441412,-1.945441412,-1.945441412,-1.945441412,3.621699283,4.542063341,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,3.807416429,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,3.536541475,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,3.514068619,-1.945441412,-1.945441412,4.2072158,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412,-1.945441412
598_T2,4.771001073,4.415476215,3.967237291,4.024681297,4.247824848,4.088157361,3.556617532,3.864444171,3.378936355,4.083591143,4.300767267,2.731045766,2.588625426,2.237764452,2.458005244,2.3731058,2.081195391,2.739856396,2.525446524,2.685789175,2.79114969,2.360366774,2.657618298,1.853805549,3.552734032,3.06625298,2.252153189,2.568006139,2.334391288,2.280324066,2.492294317,-3.044479806,1.853805549,2.321146061,-3.044479806,2.280324066,1.973949861,-3.044479806,2.458005244,2.525446524,1.810320437,1.437645152,3.07256215,2.046709215,-3.044479806,-3.044479806,-3.044479806,-3.044479806,1.93548358,-3.044479806,2.081195391,2.064100958,1.667219594,-3.044479806,3.027538468,2.114531812,1.787847581,-3.044479806,-3.044479806,3.000870221,1.853805549,2.193312689,2.704138313,2.79114969,-3.044479806,2.923638873,3.109603421,-3.044479806,3.047083064,2.237764452,2.704138313,2.422498555,1.299494813,2.321146061,-3.044479806,-3.044479806,-3.044479806,2.807678992,-3.044479806,-3.044479806,2.114531812,2.046709215,2.676486782,3.12165176,-3.044479806,-3.044479806,2.757248139,1.992641994,-3.044479806,1.587176886,2.09800251,1.641244107,2.385684582,-3.044479806,-3.044479806,-3.044479806,-3.044479806,2.081195391,1.370953777,-3.044479806,-3.044479806,-3.044479806,-3.044479806,-3.044479806,2.162541031,-3.044479806,-3.044479806,2.739856396,-3.044479806,1.46939385,0.999390221,-3.044479806,2.223165653,2.568006139,-3.044479806,-3.044479806,-3.044479806,2.799448493,1.500165509,1.895478246,-3.044479806,-3.044479806,-3.044479806,-3.044479806,-3.044479806,-3.044479806,1.370953777,-3.044479806,-3.044479806,2.774342572,2.208350567,1.335862458,-3.044479806,-3.044479806,1.222533772,2.398107102,2.130792332,1.404855329,-3.044479806,2.782781441,-3.044479806,2.410377195,2.88645987,-3.044479806,-3.044479806,-3.044479806,-3.044479806,-3.044479806,-3.044479806,2.557534839,3.007604253,-3.044479806,-3.044479806,-3.044479806,-3.044479806,2.598777798,-3.044479806,-3.044479806,2.871192398,-3.044479806,-3.044479806,-3.044479806,-3.044479806,-3.044479806,2.514517454,-3.044479806,3.109603421,-3.044479806,-3.044479806,-3.044479806,-3.044479806,-3.044479806,-3.044479806,1.048180385,-3.044479806,-3.044479806,-3.044479806,2.09800251,1.810320437,2.193312689,1.404855329,-3.044479806,-3.044479806,2.252153189,-3.044479806,-3.044479806,-3.044479806,-3.044479806,-3.044479806,-3.044479806,-3.044479806,-3.044479806
599_T2,5.44061759,5.290136639,4.732655324,4.804628823,4.946803312,4.958779503,4.479206423,4.858696045,4.671097431,4.832027798,5.123082555,6.377287484,-1.47563311,5.13313289,4.356604101,-1.47563311,-1.47563311,5.737448857,5.551843225,5.952912722,-1.47563311,5.917034434,-1.47563311,-1.47563311,5.98328382,-1.47563311,-1.47563311,-1.47563311,4.191524351,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,5.675457181,4.845450818,5.737448857,-1.47563311,5.870296956,-1.47563311,5.315454447,4.479206423,-1.47563311,-1.47563311,5.74831853,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,4.312152338,4.74747041,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,5.181923055,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,5.210093932,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,4.588405715,4.638836569,4.909989339,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,5.016599074,4.378110306,-1.47563311,-1.47563311,-1.47563311,-1.47563311,4.28916282,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,5.281552896,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,5.027772375,-1.47563311,-1.47563311,5.6984467,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,4.356604101,6.049423622,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,-1.47563311,5.172353604,-1.47563311
600_T2,3.708139861,3.530981423,3.147739451,3.022026707,3.339630459,3.24329935,2.621223612,3.02046786,2.708041172,3.125516315,3.323630118,2.137168229,1.960115785,1.814933775,1.477419329,1.440240326,1.23956963,1.739221953,1.424972854,0.988255202,1.447787531,1.353228949,2.098701948,1.090037896,1.211398753,2.300441591,1.40162549,2.090827892,1.07922698,0.834104522,1.111315295,1.440240326,0.976279011,1.587876325,1.432635726,0.82011828,0.82011828,1.568073697,-4.006163812,-0.075265767,0.791544908,1.090037896,1.361459448,0.195024563,-4.006163812,1.830437962,1.090037896,0.976279011,1.00008966,1.825296562,1.100733185,0.847897844,0.91414723,2.0748913,1.266968604,0.27101047,0.651782965,-4.006163812,0.847897844,0.847897844,1.00008966,1.07922698,0.861503496,0.834104522,0.861503496,-4.006163812,0.861503496,0.617881414,1.192167391,1.284826222,0.449258701,0.926886256,0.805933645,0.82011828,0.364100893,1.046074773,-4.006163812,0.716321487,1.07922698,1.07922698,0.168356316,1.07922698,1.632612218,0.951887558,1.152558253,-4.006163812,0.976279011,1.344930146,0.449258701,0.140957342,-4.006163812,0.684572788,0.428639414,-4.006163812,-4.006163812,0.847897844,1.484692088,0.449258701,1.220877497,-4.006163812,0.988255202,-4.006163812,0.600489671,1.38575214,0.318638519,-4.006163812,-4.006163812,0.70057313,-4.006163812,0.939465038,1.07922698,-4.006163812,-4.006163812,0.791544908,1.182411216,-4.006163812,-4.006163812,-4.006163812,0.716321487,0.564771588,-4.006163812,0.195024563,0.82011828,0.112786465,0.791544908,1.417250808,-4.006163812,0.617881414,0.600489671,0.731825673,0.747093145,0.988255202,-0.184465059,-4.006163812,-4.006163812,-4.006163812,1.142405882,-4.006163812,-4.006163812,-4.006163812,0.939465038,0.805933645,0.951887558,-4.006163812,0.716321487,0.874926517,0.847897844,1.336561896,-4.006163812,0.634975847,0.861503496,-4.006163812,1.023346522,-4.006163812,0.469461409,0.716321487,1.090037896,0.27101047,-4.006163812,0.861503496,0.469461409,0.747093145,0.668312267,-4.006163812,0.861503496,0.901243825,0.716321487,-4.006163812,0.341628037,-4.006163812,1.07922698,1.07922698,0.617881414,-4.006163812,0.600489671,-4.006163812,0.195024563,-4.006163812,0.508682122,0.668312267,-4.006163812,0.364100893,0.3860798,0.407586005,-4.006163812,0.617881414,0.053945965,0.805933645,0.023174306,0.901243825,0.112786465,-4.006163812
601_T2,3.462999671,3.640241963,3.31164034,3.286947727,3.134670292,3.2170616,3.097601556,3.17181742,3.086971235,3.036882518,3.169008429,1.187303478,1.329723818,1.626216521,1.778485732,1.207506186,1.558163057,1.079672814,1.246726899,1.19745585,1.991407729,1.187303478,-3.901146864,1.477533323,0.66277901,1.778485732,1.632773921,1.915541979,1.217456516,1.585942621,0.971783852,-3.901146864,1.355926191,2.070396141,-3.901146864,1.275164834,-3.901146864,1.743999556,1.743999556,1.708281474,1.166684191,0.906401093,0.761219083,1.454366264,1.738134437,1.406357044,0.807028619,1.217456516,1.177046978,1.462148404,1.090972369,1.389827742,0.919824113,-3.901146864,0.77672327,1.145630782,1.311866201,-3.901146864,1.044987256,0.494156298,1.935054793,0.946141422,0.534161632,0.514359005,0.572627913,2.413476993,0.239922159,1.056683296,-3.901146864,0.892795441,0.452483601,-3.901146864,1.658581805,1.207506186,0.745470726,0.494156298,-3.901146864,1.293683882,2.25832781,1.021176607,1.795292851,0.821843705,1.767121974,1.134935493,0.452483601,1.389827742,0.265897646,2.022870999,1.068244118,1.068244118,-3.901146864,0.850831242,0.713209864,1.592768586,1.743999556,0.609669185,2.292695454,1.177046978,1.373020624,-3.901146864,1.237064988,-3.901146864,0.879002119,-3.901146864,-3.901146864,2.031681629,-3.901146864,1.477533323,-3.901146864,-3.901146864,1.46987045,1.329723818,1.585942621,1.275164834,1.311866201,1.056683296,-3.901146864,-3.901146864,0.645387267,0.879002119,0.430977396,0.679873444,-3.901146864,0.679873444,1.19745585,-3.901146864,1.592768586,-3.901146864,-3.901146864,0.821843705,0.363536115,1.113195506,-3.901146864,1.749830476,-3.901146864,-3.901146864,0.572627913,-3.901146864,1.389827742,-3.901146864,0.645387267,-3.901146864,1.632773921,-3.901146864,1.10214567,-3.901146864,0.645387267,-3.901146864,-3.901146864,0.679873444,1.19745585,1.033152798,-3.901146864,-3.901146864,0.836442504,0.66277901,-3.901146864,-3.901146864,0.408998489,0.128696524,0.713209864,0.452483601,0.93306934,-3.901146864,0.494156298,0.213253912,1.958922274,-3.901146864,-3.901146864,-3.901146864,0.494156298,0.591320046,0.919824113,1.021176607,0.959044826,-3.901146864,0.315908066,1.113195506,-3.901146864,0.430977396,-3.901146864,-3.901146864,1.187303478,-3.901146864,-3.901146864,0.791990742,0.265897646,1.124124577,0.340005618,0.553579718,0.408998489,0.534161632
602_T2,2.979504474,2.84446819,2.641452042,2.597447456,2.643909045,2.695325032,2.432960767,2.562126584,2.397490588,2.646360027,2.601296082,2.078447986,2.032030814,1.466173871,1.320618286,1.546522999,1.139217963,1.234025757,0.958000769,0.784908019,1.003315965,1.24402584,0.418057747,0.996966738,0.971158854,0.535840782,1.182467947,0.711405557,0.853375818,0.910534232,0.808255383,0.641201298,1.034471133,1.022125297,1.709041928,0.685653061,0.462509509,0.335170087,-4.380733523,0.35956154,0.889480823,0.555841449,1.58969517,0.535840782,-4.380733523,0.440530603,1.575510535,0.018258376,0.777002839,0.57544992,0.964601453,0.937933206,0.996966738,-4.380733523,0.889480823,0.668108751,0.383372189,-4.380733523,0.744741977,0.347440179,0.823522855,0.676919381,0.473320425,0.545891118,1.24898863,0.244786025,1.396042048,1.198216304,-0.051945883,0.924327554,1.370066561,0.406629051,0.555841449,0.694311123,0.585111831,0.545891118,0.258209046,0.659219804,0.462509509,0.505069124,0.231180373,0.83107006,0.244786025,0.429357302,1.531707913,0.418057747,0.505069124,0.115108202,0.632068814,0.494597824,0.145413552,1.338883634,0.632068814,-4.380733523,-4.380733523,0.594681282,-0.070295021,0.494597824,0.051594796,0.018258376,1.320618286,-4.380733523,0.57544992,-4.380733523,0.258209046,1.082384489,-4.380733523,0.231180373,-4.380733523,-4.380733523,0.018258376,-4.380733523,0.018258376,0.784908019,0.429357302,0.613549767,-4.380733523,0.505069124,0.555841449,0.258209046,1.088215409,1.187745004,0.622852159,0.115108202,0.035065494,0.494597824,0.418057747,1.218835591,0.297429759,0.525688411,0.115108202,0.083855659,0.217387051,0.525688411,-4.380733523,0.099604016,0.555841449,0.083855659,-0.033927377,-4.380733523,-0.070295021,0.958000769,-4.380733523,-0.088987154,-0.070295021,0.473320425,-0.421692908,-4.380733523,-4.380733523,0.244786025,-0.0162278,-0.127453435,-4.380733523,-0.188078057,0.494597824,0.694311123,1.022125297,-4.380733523,0.099604016,0.371537731,0.035065494,0.035065494,0.418057747,-4.380733523,0.244786025,-0.421692908,-4.380733523,-0.0162278,-4.380733523,-4.380733523,0.371537731,0.35956154,0.258209046,-0.188078057,0.555841449,0.297429759,0.555841449,-0.033927377,-4.380733523,-0.051945883,0.203400809,-4.380733523,-0.147256062,0.310168785,0.203400809,-0.108035349,-0.275089434,0.525688411,0.099604016,0.174827437,0.258209046,0.018258376
603_T2,2.659666906,2.484491072,2.535388719,2.422480997,2.449060635,2.490800241,2.368881306,2.308478685,2.338220654,2.262138347,2.252207779,2.144849261,2.122376405,1.415499032,1.499433483,2.063880198,1.557062596,1.222987484,1.206085673,0.28409692,0.650722195,1.194656977,0.610312657,0.839622723,1.026034265,0.640771864,1.165500393,0.58947857,1.287875106,0.194484761,0.918403601,0.620569157,1.222987484,0.708430513,1.544990015,0.806286303,0.717732905,1.15359549,0.255109383,-4.340502075,1.052881515,0.839622723,1.464947307,0.405049531,0.405049531,0.524238048,1.670391281,0.679992577,1.338906586,0.797775613,1.387459812,1.091847483,1.085457685,-4.340502075,1.01233542,0.339666771,-0.052375317,-4.340502075,1.135468106,0.557390255,0.512938493,1.032813952,0.998446308,0.823093421,1.611550781,0.780533806,1.615331504,1.611550781,0.240294297,0.871883585,1.715774287,0.871883585,0.240294297,0.298281555,1.039547984,0.557390255,0.855883244,0.736082044,0.699040772,0.489948974,-4.340502075,0.998446308,1.135468106,0.417628313,1.495187192,0.146475542,0.903136129,0.887631942,0.879788765,-0.226728704,0.630721528,1.600122085,0.546461185,0.501509797,0.466418477,0.610312657,-0.052375317,-0.180208688,-4.340502075,0.326061119,1.673956347,-4.340502075,0.512938493,-4.340502075,0.640771864,-4.340502075,-4.340502075,0.392310505,-4.340502075,-4.340502075,-4.340502075,0.162736063,-4.340502075,0.489948974,0.417628313,0.847786033,-4.340502075,0.708430513,0.670330666,0.762989497,1.549030424,1.387459812,-0.40905026,0.679992577,0.326061119,0.392310505,-4.340502075,1.45170208,0.847786033,0.57889646,0.269708183,0.113139122,0.679992577,0.060953369,-4.340502075,0.269708183,0.933441478,0.255109383,-4.340502075,-4.340502075,0.353089792,-4.340502075,-4.340502075,0.078652946,0.512938493,-0.275518868,-4.340502075,-4.340502075,1.45170208,0.814725171,0.024585725,0.353089792,-4.340502075,0.178736404,0.940876457,0.512938493,1.429229224,0.326061119,0.22525642,-4.340502075,0.442320925,0.512938493,0.024585725,-4.340502075,0.512938493,-0.40905026,-4.340502075,0.717732905,-4.340502075,-4.340502075,0.12994624,0.670330666,0.546461185,0.024585725,0.298281555,0.22525642,0.326061119,-4.340502075,1.66681346,0.925950806,0.501509797,-4.340502075,0.501509797,0.417628313,0.442320925,-4.340502075,0.146475542,0.501509797,-0.135756925,0.209988948,0.736082044,0.366335018
